,Titel,Url,Kaltmiete,Nebenkosten,Heizkosten,Gesamtmiete,Kaution o. Genossenschaftsanteile,Etage,Wohnfläche ca.,Zimmer,Schlafzimmer,Badezimmer,Personenaufzug,Einbauküche,Baujahr,Modernisierung/ Sanierung,Objektzustand,Heizungsart,Wesentliche Energieträger,Energieausweis,Energieausweistyp,Energieverbrauchskennwert,Anbieter,Adresse,Straße,PLZ,Hausnummer,Bezirk,Ortsteil,Kaltmiete pro m²,Bezirk Abkürzung,Ortsteil Abkürzung
2531,elegante & großzügige Villenetage * Aufzug * Tiefgarage * Sonnenterrasse * Bestlage * teilmöbliert,https://www.immobilienscout24.de/expose/113861770,2900.0,380.0,,3280.0,2 Nettokaltmieten Kaution,2,240.0,6,4.0,3.0,True,True,1907.0,,Gepflegt,Etagenheizung,Erdgas leicht,liegt vor,Bedarfsausweis,,Capitalwert Inh. Norbert Kerth Kurfürstendamm 37 10719 Berlin,"14129 Berlin, Nikolassee (Zehlendorf) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,14129 Berlin,,Nikolassee,Zehlendorf,12.083333333333334,StZe,Zehld
2533,Einzigartiges Ambiente: Möblierte Cityresidenz mit Concierge-Service,https://www.immobilienscout24.de/expose/113897977,2720.0,510.0,,3230.0,8160.00,,68.0,2,1.0,1.0,True,True,2019.0,,Erstbezug,Fußbodenheizung,Fernwärme,liegt vor,Bedarfsausweis,,Frankonia Immobiliengesellschaft mbH Behrenstraße 15 10117 Berlin,"10117 Berlin, Mitte (Mitte) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,10117 Berlin,,Mitte,Mitte,40.0,Mitt,Mitte
2543,"Erstbezug: exklusive, helle 3-Z.-Whg. * Einbauküche * Balkon * Stadtvilla",https://www.immobilienscout24.de/expose/113744698,1300.0,200.0,0.0,1500.0,3600,,100.0,3,,1.0,,True,2019.0,,Erstbezug,Wärmepumpe,Gas,,,,,"12305 Berlin-Lichtenrade, Buckow (Neukölln) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,12305 Berlin-Lichtenrade,,Buckow,Neukölln,13.0,Neuk,Neukö
2552,3 Zimmer Wohnung in U-Bahn-Nähe,https://www.immobilienscout24.de/expose/113936389,1050.0,240.0,0.0,1290.0,3150,3,80.03,3,2.0,,True,True,2019.0,,Erstbezug,Blockheizkraftwerke,,liegt vor,Bedarfsausweis,,"Claudia Schultz Immobilien GmbH, Genehmigung nach §34 c GewO An der Wuhlheide 232A 12459 Berlin","12683 Berlin, Biesdorf (Marzahn) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,12683 Berlin,,Biesdorf,Marzahn,13.120079970011245,MaHe,Marza
2578,Wohnen nahe dem Lietzensee- WIRD NEU SANIERT,https://www.immobilienscout24.de/expose/114437202,2940.0,500.0,0.0,3440.0,drei Kaltmieten,3 von 5,200.0,5,4.0,2.0,True,True,1911.0,,Erstbezug nach Sanierung,Zentralheizung,KWK fossil,liegt vor,Bedarfsausweis,,ZANDER Immobilien e.K. Bornstedter Strasse 8 10711 Berlin,"14057 Berlin, Charlottenburg (Charlottenburg) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,14057 Berlin,,Charlottenburg,Charlottenburg,14.7,ChWi,Charl
2579,Exklusive 7 Zimmer- Wohnung in Wilmersdorf mit Concierge,https://www.immobilienscout24.de/expose/113437862,4636.35,900.0,340.0,5876.35,3 Kaltmieten,3 von 5,300.0,7,5.0,2.0,True,True,1912.0,2006.0,Gepflegt,Zentralheizung,Öl,liegt vor,Verbrauchsausweis,,OKImmobilien GmbH Schönfließer Straße 16 13465 Berlin,"10719 Berlin, Wilmersdorf (Wilmersdorf) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,10719 Berlin,,Wilmersdorf,Wilmersdorf,15.454500000000001,ChWi,Wilmd
2584,Exklusive Wohnung am Checkpoint Charlie!,https://www.immobilienscout24.de/expose/113473088,5700.0,750.0,0.0,6450.0,3 Nettokaltmieten,5 von 5,186.0,2,,2.0,True,True,2016.0,,Neuwertig,Fußbodenheizung,,,,,TRENDCITY GmbH Kurfürstendamm 67 10707 Berlin,"10669 Berlin, Kreuzberg (Kreuzberg) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,10669 Berlin,,Kreuzberg,Kreuzberg,30.64516129032258,FrKr,Kreuz
2589,Charmante und grosszügige Dreizimmerwohnung,https://www.immobilienscout24.de/expose/113548891,1395.0,150.0,0.0,1755.0,1140,1 von 4,101.46,3,2.0,1.0,True,True,2008.0,,Neuwertig,Fernwärme,Fernwärme,liegt vor,Bedarfsausweis,,C. Becker Westfälische Str. 37 10711 Berlin,"10249 Berlin, Prenzlauer Berg (Prenzlauer Berg) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,10249 Berlin,,Prenzlauer Berg,Prenzlauer Berg,13.749260792430515,Pank,Prenz
2593,"""Kein Dach über dem Kopf"" - wir helfen Ihnen sehr gern !",https://www.immobilienscout24.de/expose/113193574,317.55,130.0,0.0,447.55,952.65,0 von 0,41.06,1,,1.0,,,,,Gepflegt,Fernwärme,Gas,liegt zur Besichtigung vor,,,,"12055 Berlin, Neukölln (Neukölln) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,12055 Berlin,,Neukölln,Neukölln,7.733804188991719,Neuk,Neukö
2595,"Stilvolle, gepflegte 2-Zimmer-EG-Wohnung mit Einbauküche in Wilmersdorf, Berlin",https://www.immobilienscout24.de/expose/113199309,1200.0,300.0,0.0,1500.0,2400,0 von 4,60.0,2,,1.0,,True,,2018.0,Gepflegt,,,laut Gesetz nicht erforderlich,,,,"10707 Berlin, Wilmersdorf (Wilmersdorf) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,10707 Berlin,,Wilmersdorf,Wilmersdorf,20.0,ChWi,Wilmd
2600,Exklusive Altbau-Wohnung in ruhiger Ku'damm Seitenstraße!,https://www.immobilienscout24.de/expose/113256892,1500.0,300.0,0.0,1800.0,3 NKM,1 von 6,90.0,3,3.0,1.0,,True,1906.0,,Modernisiert,Gas-Heizung,Gas,liegt vor,Verbrauchsausweis,110.12,IMMODO GmbH Ballenstetder Straße 16a 10709 Berlin,"10707 Berlin, Wilmersdorf (Wilmersdorf) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,10707 Berlin,,Wilmersdorf,Wilmersdorf,16.666666666666668,ChWi,Wilmd
2612,Freundliche 2-Zimmer-Einliegewohnung für einen Einpersonenhaushalt in Kladow zu vermieten,https://www.immobilienscout24.de/expose/113361526,520.0,120.0,0.0,640.0,3 NKM,1 von 1,60.0,2,,1.0,,True,1986.0,2017.0,Gepflegt,Zentralheizung,Erdgas leicht,laut Gesetz nicht erforderlich,,,,"14089 Berlin, Kladow (Spandau) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,14089 Berlin,,Kladow,Spandau,8.666666666666666,Span,Spand
2619,Wohnen am Schlesischen Tor - Möblierte 2 Zimmer AB-Wohnung,https://www.immobilienscout24.de/expose/113112315,1620.0,280.0,0.0,1900.0,4860,3 von 5,65.0,2,1.0,1.0,,True,1910.0,2019.0,Erstbezug nach Sanierung,Fernwärme,Fernwärme,liegt vor,Verbrauchsausweis,114.02,IMMODO GmbH Ballenstetder Straße 16a 10709 Berlin,"10997 Berlin, Kreuzberg (Kreuzberg) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,10997 Berlin,,Kreuzberg,Kreuzberg,24.923076923076923,FrKr,Kreuz
2625,Stilvolla Altbauwohnung im Herzen Berlins!,https://www.immobilienscout24.de/expose/113141338,2065.0,435.0,0.0,2500.0,6195,3 von 5,182.13,4,,1.0,True,True,1896.0,,,Fernwärme,,liegt vor,Bedarfsausweis,,KKL Immobilienmanagement GmbH Tauentzienstraße 6 10789 Berlin,"10623 Berlin, Charlottenburg (Charlottenburg) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,10623 Berlin,,Charlottenburg,Charlottenburg,11.33805523527151,ChWi,Charl
2626,"!!NEU!! Moderne trifft 70er, voll möbliertes Appartement in Charlottenburg",https://www.immobilienscout24.de/expose/113142128,1099.0,,0.0,1099.0,3297.00,3 von 8,43.0,"1,5",,1.0,True,,1970.0,1995.0,Erstbezug nach Sanierung,Zentralheizung,Fernwärme,liegt zur Besichtigung vor,,,Drenkhahn Immobilien GmbH Ulmenstraße 26 18057 Rostock,"14059 Berlin-Charlottenburg, Charlottenburg (Charlottenburg) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,14059 Berlin-Charlottenburg,,Charlottenburg,Charlottenburg,25.558139534883722,ChWi,Charl
2634,Obersee HighEnd Penthouse Sauna Kamine beh. Wintergarten FBHZ,https://www.immobilienscout24.de/expose/112723498,2200.0,250.0,0.0,2450.0,3 NKM,4 von 4,135.0,3,,2.0,,True,,,,Zentralheizung,,,,,,"13053 Berlin, Alt-Hohenschönhausen (Hohenschönhausen) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,13053 Berlin,,Alt-Hohenschönhausen,Hohenschönhausen,16.296296296296298,,
2653,"930 €, 92 m², 2 Zimmer",https://www.immobilienscout24.de/expose/112233960,930.0,150.0,,1080.0,Kaution: 3 Netto-Kalt-Mieten,,92.0,2,1.0,1.0,,True,2010.0,,,Fußbodenheizung,,,,,,"12351 Berlin, Buckow (Neukölln) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,12351 Berlin,,Buckow,Neukölln,10.108695652173912,Neuk,Neukö
2668,"!!NEU!! Moderne trifft 70er, voll möbliertes Appartement in Charlottenburg",https://www.immobilienscout24.de/expose/113176259,1349.0,,0.0,1349.0,4047.00,3 von 8,51.0,2,,1.0,True,True,1970.0,1995.0,Erstbezug nach Sanierung,Zentralheizung,Fernwärme,liegt zur Besichtigung vor,,,Drenkhahn Immobilien GmbH Ulmenstraße 26 18057 Rostock,"14059 Berlin-Charlottenburg, Charlottenburg (Charlottenburg) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,14059 Berlin-Charlottenburg,,Charlottenburg,Charlottenburg,26.45098039215686,ChWi,Charl
2669,Exklusive Dachgeschoss Wohnung +++ ERSTBEZUG +++ in Lichtenrade mit Terrasse,https://www.immobilienscout24.de/expose/112485463,1249.0,177.0,73.0,1499.0,4047.00,4 von 4,88.08,3,2.0,2.0,,True,2019.0,2019.0,Erstbezug,Zentralheizung,Öl,liegt zur Besichtigung vor,,,Real Estate | Ventures UG (haftungsbeschränkt) Behrenstr. 28 10117 Berlin,"12305 Berlin, Lichtenrade (Tempelhof) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,12305 Berlin,,Lichtenrade,Tempelhof,14.180290644868302,TSch,Temp
2676,"Nachbar gesucht! Großzügige, sanierte Altbauwohnung zu vermieten!",https://www.immobilienscout24.de/expose/112032524,2466.0,411.0,0.0,2877.0,7398.00,2 von 4,137.0,3,1.0,2.0,,,1910.0,2020.0,Erstbezug nach Sanierung,Etagenheizung,Gas,liegt vor,Bedarfsausweis,,1.ZS Grundstücksgesellschaft UG Humboldtstr. 17 14193 Berlin,"14193 Berlin, Grunewald (Wilmersdorf) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,14193 Berlin,,Grunewald,Wilmersdorf,18.0,ChWi,Wilmd
2704,Charmante Altbauwohnung in Berlin-Spandau,https://www.immobilienscout24.de/expose/111606418,1566.0,200.0,,1766.0,3 Monatskaltmieten,1,174.2,5,,,,,1904.0,,Vollständig renoviert,Etagenheizung,Gas,liegt vor,Verbrauchsausweis,,Angela Sieg Immobilien Pichelsdorfer Straße 65 13595 Berlin,"13581 Berlin, Spandau (Spandau) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,13581 Berlin,,Spandau,Spandau,8.989667049368542,Span,Spand
2716,+++ERSTBEZUG/Modernes Apartment in Neubauensemble im Prenzlauer-Berg+++,https://www.immobilienscout24.de/expose/110722162,1036.0,111.0,52.0,1199.0,3054.00,5 von 6,56.0,2,1.0,1.0,True,,2019.0,2019.0,Erstbezug,Fußbodenheizung,Fernwärme,liegt vor,Bedarfsausweis,,Jan Lange Immobilien Gipsstr. 11 10119 Berlin,"10439 Berlin, Prenzlauer Berg (Prenzlauer Berg) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,10439 Berlin,,Prenzlauer Berg,Prenzlauer Berg,18.5,Pank,Prenz
2721,Charlottenburg: Spandauer Damm: Möblierte 1-Zimmer-Wohnung im Westend per 01.04.2020 zu VERMIETEN,https://www.immobilienscout24.de/expose/110742597,900.0,300.0,0.0,1200.0,1000.00,,30.0,1,,,True,,1975.0,,Saniert,,Gas,liegt vor,Bedarfsausweis,,Lion Immobilien GmbH Xantner Straße 1 10707 Berlin,"14050 Berlin Charlottenburg, Charlottenburg (Charlottenburg) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,14050 Berlin Charlottenburg,,Charlottenburg,Charlottenburg,30.0,ChWi,Charl
2725,"Wunderschöne, ruhige Altbauwohnung mit großer Terrasse (ab.01.03.)",https://www.immobilienscout24.de/expose/111003675,600.0,119.0,40.0,719.0,1800,0 von 4,59.0,2,1.0,1.0,,,,,Vollständig renoviert,Gas-Heizung,,,,,Charlottenstrasse 26 13156 Berlin,"13156 Berlin, Niederschönhausen (Pankow) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,13156 Berlin,,Niederschönhausen,Pankow,10.169491525423728,Pank,Panko
2730,Großzügige Maisonette-Wohnung mit Kamin in einem Zweifamilienhaus,https://www.immobilienscout24.de/expose/110595543,4500.0,,,5000.0,13200.00,1 von 2,152.45,8,5.0,3.0,,True,2006.0,,Modernisiert,Zentralheizung,Gas,,,,Plaza Immobilien Clayallee 171 14195 Berlin,"14195 Berlin, Dahlem (Zehlendorf) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,14195 Berlin,,Dahlem,Zehlendorf,29.517874713020664,StZe,Zehld
2735,"Einzelapartment zum Sommersemester sichern/ Pauschalmiete, möbliert",https://www.immobilienscout24.de/expose/109754809,520.0,111.0,0.0,631.0,3 Monatskaltmieten,5 von 6,22.25,1,,1.0,True,True,2018.0,2018.0,Neuwertig,Fußbodenheizung,,liegt zur Besichtigung vor,,,Immobilienverwaltung Riebeling GmbH,"10715 Berlin, Schöneberg (Schöneberg) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,10715 Berlin,,Schöneberg,Schöneberg,23.370786516853933,TSch,Schön
2736,"Business od. Studentenapartment, möbliert - Pauschalmiete",https://www.immobilienscout24.de/expose/109755628,546.0,121.0,0.0,667.0,1638.00,3 von 6,24.1,1,,1.0,True,True,2018.0,2018.0,Neuwertig,Fußbodenheizung,,liegt zur Besichtigung vor,,,Immobilienverwaltung Riebeling GmbH,"10715 Berlin, Schöneberg (Schöneberg) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,10715 Berlin,,Schöneberg,Schöneberg,22.655601659751035,TSch,Schön
2764,"Möblierte 4 Zi-Gründerzeitwohnung in früherer Botschaft, 2 Balkone, 2. OG, Gas-Zentral, Stellplatz",https://www.immobilienscout24.de/expose/108813597,2394.0,400.0,0.0,2394.0,7000,2 von 3,133.0,4,,2.0,,True,1907.0,2018.0,Erstbezug nach Sanierung,Zentralheizung,Gas,liegt vor,Verbrauchsausweis,126.0,Köldingsweg 69 33415 Verl,"13187 Berlin, Pankow (Pankow) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,13187 Berlin,,Pankow,Pankow,18.0,Pank,Panko
2793,"650 €, 57 m², 2 Zimmer",https://www.immobilienscout24.de/expose/104764241,650.0,70.0,70.0,790.0,1950,7 von 8,57.0,2,,1.0,True,True,1972.0,2018.0,Erstbezug nach Sanierung,Fernwärme,Fernwärme,liegt zur Besichtigung vor,,,,"13599 Berlin, Haselhorst (Spandau) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,13599 Berlin,,Haselhorst,Spandau,11.403508771929825,Span,Spand
2797,"2,5-Zimmer-Altbauwohnung mit Balkon und Einbauküche|Rosenthaler Platz",https://www.immobilienscout24.de/expose/105171853,1260.0,280.0,0.0,1540.0,3600,,70.0,"2,5",,1.0,,True,,2016.0,Neuwertig,,,liegt vor,,,,"10119 Berlin, Mitte (Mitte) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,10119 Berlin,,Mitte,Mitte,18.0,Mitt,Mitte
2800,Nähe Lietzensee / Witzlebenstraße - gepflegter Stuckaltbau,https://www.immobilienscout24.de/expose/105575019,1174.2,105.0,100.0,1379.2,3 Nettokaltmieten,3 von 5,93.73,3,,1.0,,,1914.0,,,Fernwärme,Fernwärme,liegt vor,Verbrauchsausweis,79.0,,"14057 Berlin, Charlottenburg (Charlottenburg) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,14057 Berlin,,Charlottenburg,Charlottenburg,12.527472527472527,ChWi,Charl
2809,Zweiraumwohnung,https://www.immobilienscout24.de/expose/106361690,536.5,110.0,45.0,691.5,1609.50,2 von 5,48.98,2,1.0,1.0,True,True,1960.0,2014.0,,Zentralheizung,Gas,liegt vor,Bedarfsausweis,,Hausverwaltung Wetzel,"10967 Berlin, Kreuzberg (Kreuzberg) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,10967 Berlin,,Kreuzberg,Kreuzberg,10.953450387913435,FrKr,Kreuz
2810,"Loft Treptow: 2 Zi, 65qm, FBH, 2 Loggien/ Balkone, Laminat, hell, Solar, HTW Nähe",https://www.immobilienscout24.de/expose/106514016,945.0,88.0,83.0,1116.0,2835,5 von 5,65.0,2,,1.0,True,True,2018.0,2018.0,Gepflegt,Gas-Heizung,Gas,liegt vor,Bedarfsausweis,,,"12439 Berlin, Niederschöneweide (Treptow) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,12439 Berlin,,Niederschöneweide,Alt-Treptow,14.538461538461538,TrKö,Alttr
2811,"Sanierte 2-Zimmer Wohnung für Singles, Paare oder WG. 2 Minuten zur HTW",https://www.immobilienscout24.de/expose/108133043,648.48,67.55,67.55,783.58,1945.44,1 von 3,54.04,2,1.0,1.0,,True,1924.0,2018.0,Saniert,Zentralheizung,Gas,liegt zur Besichtigung vor,,,LIVVE PGV GmbH Dieffenbachstr. 32 10967 Berlin,"10318 Berlin, Karlshorst (Lichtenberg) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,10318 Berlin,,Karlshorst,Lichtenberg,12.0,Lich,Liber
2813,"+++Möbliertes 1-Zi Raumwunder, hell, ruhig, grün, großer Süd-Ost-Balkon+++",https://www.immobilienscout24.de/expose/102828854,450.0,130.0,0.0,580.0,1350,1 von 4,36.0,1,,1.0,,True,1976.0,2018.0,Neuwertig,Zentralheizung,Fernwärme,liegt vor,Verbrauchsausweis,213.5,,"12209 Berlin, Lichterfelde (Steglitz) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,12209 Berlin,,Lichterfelde,Steglitz,12.5,StZe,Stegl
2833,Hochwertig eingerichtete Einraumwohnung in Berlin-Mitte nahe Alexanderplatz,https://www.immobilienscout24.de/expose/98949770,730.0,220.0,0.0,950.0,2000,3 von 10,36.54,1,,1.0,True,True,1980.0,2015.0,Gepflegt,Fernwärme,Fernwärme,liegt zur Besichtigung vor,,,,"10178 Berlin-Mitte, Mitte (Mitte) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,10178 Berlin-Mitte,,Mitte,Mitte,19.978106185002737,Mitt,Mitte
2840,Altbauwohnung in wunderschöner Lage mit Balkon und Garten in der Fichtestraße,https://www.immobilienscout24.de/expose/100625596,2100.0,150.0,,2250.0,4200.00,0 von 4,147.0,"4,5",,,True,True,1910.0,2009.0,Vollständig renoviert,Gas-Heizung,Gas,liegt vor,Verbrauchsausweis,110.0,,"10967 Berlin, Kreuzberg (Kreuzberg) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,10967 Berlin,,Kreuzberg,Kreuzberg,14.285714285714286,FrKr,Kreuz
2845,Schöne zwei Zimmer Wohnung in ruhiger aber zentraler Lage in Berlin Neukölln,https://www.immobilienscout24.de/expose/100904168,513.0,180.0,0.0,693.0,1539,2 von 4,57.0,2,,1.0,,,1905.0,2018.0,Modernisiert,Zentralheizung,Gas,liegt vor,Verbrauchsausweis,126.2,,"12051 Berlin, Neukölln (Neukölln) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,12051 Berlin,,Neukölln,Neukölln,9.0,Neuk,Neukö
2850,Sanierte 2-Zimmer-Wohnung im Vorderhaus,https://www.immobilienscout24.de/expose/101179175,499.0,65.0,,564.0,1584,1 von 3,50.0,2,,1.0,,True,1912.0,2019.0,Saniert,Etagenheizung,Gas,liegt vor,Verbrauchsausweis,,Verena Muntinga,"13403 Berlin, Reinickendorf (Reinickendorf) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,13403 Berlin,,Reinickendorf,Reinickendorf,9.98,Rein,Reind
2873,Soldiner Kiez Altbauwohnung Komplett saniert,https://www.immobilienscout24.de/expose/88670245,750.0,160.0,0.0,910.0,2160,1 von 5,65.0,2,,1.0,,True,,,Erstbezug nach Sanierung,Zentralheizung,Gas,liegt zur Besichtigung vor,,,,"13359 Berlin, Wedding (Wedding) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,13359 Berlin,,Wedding,Wedding,11.538461538461538,Mitt,Weddg
2874,"Große, helle, wertige 4 Zimmer Wohnung zzgl. 50m2 Souterrainbüro, Süd-Garten in B. Heiligensee",https://www.immobilienscout24.de/expose/92634480,1634.0,300.0,0.0,1934.0,4800,0 von 3,185.0,5,,2.0,,True,1980.0,2016.0,Modernisiert,Gas-Heizung,Gas,liegt vor,,,,"13503 Berlin, Heiligensee (Reinickendorf) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,13503 Berlin,,Heiligensee,Reinickendorf,8.832432432432432,Rein,Reind
2875,"1.000 €, 59 m², 2 Zimmer",https://www.immobilienscout24.de/expose/89488630,1000.0,200.0,0.0,1300.0,3000,7 von 8,59.0,2,1.0,1.0,True,True,1959.0,2016.0,Modernisiert,Zentralheizung,,,,,Instyle Immobilien,"10709 Berlin, Wilmersdorf (Wilmersdorf) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,10709 Berlin,,Wilmersdorf,Wilmersdorf,16.949152542372882,ChWi,Wilmd
2879,Helle 2-Zi.Whg. Hochpart. zwischen Drakestr.u.S-Bhf.Botanischer Garten,https://www.immobilienscout24.de/expose/90032142,471.2,105.0,60.0,636.3,1413.60,3 von 3,53.4,2,1.0,1.0,,True,1960.0,2013.0,Gepflegt,Zentralheizung,Öl,liegt vor,Verbrauchsausweis,,Immo Taxx Hausverwaltungs GmbH Bornstedter Straße 8 10711 Berlin,"12203 Berlin, Lichterfelde (Steglitz) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,12203 Berlin,,Lichterfelde,Steglitz,8.823970037453183,StZe,Stegl
2892,Schöne drei Zimmer Wohnung nahe S-BHF Osdorfer Straße,https://www.immobilienscout24.de/expose/91824904,900.0,185.0,0.0,1135.0,2500,1 von 4,70.0,3,2.0,1.0,,True,1971.0,2013.0,Modernisiert,Zentralheizung,Gas,,,,,"12207 Berlin, Lichterfelde (Steglitz) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,12207 Berlin,,Lichterfelde,Steglitz,12.857142857142858,StZe,Stegl
2894,Untervermietung für ca. 2 Jahre in einer modernisierten Dachgeschosswohnung,https://www.immobilienscout24.de/expose/82281648,550.0,250.0,0.0,800.0,1650,3 von 3,60.0,3,2.0,1.0,,True,1906.0,2015.0,Modernisiert,Zentralheizung,Gas,liegt zur Besichtigung vor,,,,"13158 Berlin, Rosenthal (Pankow) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,13158 Berlin,,Rosenthal,Pankow,9.166666666666666,Pank,Panko
2902,Studio-Loft im Prenzlauer Berg mit tollem Blick und Ausstattung,https://www.immobilienscout24.de/expose/84632123,1100.0,230.0,0.0,1330.0,2200,6 von 7,65.0,2,,1.0,True,True,2014.0,2014.0,Neuwertig,Fußbodenheizung,,laut Gesetz nicht erforderlich,,,,"Pappelallee -, 10437 Berlin, Prenzlauer Berg (Prenzlauer Berg)",,10437 Berlin,,Prenzlauer Berg,Prenzlauer Berg,16.923076923076923,Pank,Prenz
2903,Helle 4-Zimmer Altbauwohnung am Pestalozziplatz in Lichterfelde-West,https://www.immobilienscout24.de/expose/84767042,1120.0,255.0,,1375.0,Drei Bruttomieten,2 von 3,97.0,4,2.0,1.0,,True,1902.0,2015.0,Vollständig renoviert,Gas-Heizung,Gas,liegt vor,,,,"12205 Berlin, Lichterfelde (Steglitz) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,12205 Berlin,,Lichterfelde,Steglitz,11.54639175257732,StZe,Stegl
2904,"Sanierte Altbau- Wohnung, Kurfürstendamm - Schaubühne",https://www.immobilienscout24.de/expose/84818686,1500.0,160.0,0.0,1660.0,4500,2 von 4,77.0,3,,1.0,True,True,1928.0,2011.0,Vollständig renoviert,Zentralheizung,Fernwärme,laut Gesetz nicht erforderlich,,,,"10709 Berlin, Wilmersdorf (Wilmersdorf) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,10709 Berlin,,Wilmersdorf,Wilmersdorf,19.48051948051948,ChWi,Wilmd
